pair,row_index,clip_id,group_idx,clip_name,target,prediction,correct,left_label,right_label,left_token,right_token,left_logit,right_logit
goal_vs_corner,42,ABcIbvu8,2,IM_7,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,1.1354981660842896,-4.606698036193848
goal_vs_corner,43,xx6GTsEM,1,IM_6,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,0.3855453431606293,-1.5372883081436157
goal_vs_corner,44,r9gYBR53,1,IM_10,GOAL,CORNER/THROW-IN,False,GOAL,CORNER/THROW-IN,goal,corner,-0.3866250813007355,0.2910306751728058
goal_vs_corner,45,lCaoR3AE,2,IM_13,GOAL,CORNER/THROW-IN,False,GOAL,CORNER/THROW-IN,goal,corner,-0.31956350803375244,-0.08744988590478897
goal_vs_corner,46,86u5kz2f,2,IM_11,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,-1.1233652830123901,-2.672919511795044
goal_vs_corner,47,xx6GTsEM,1,IM_2,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,2.510205030441284,-0.22616465389728546
goal_vs_corner,48,0jJj5Mme,1,IM_1,GOAL,CORNER/THROW-IN,False,GOAL,CORNER/THROW-IN,goal,corner,-4.36348819732666,-3.44059157371521
goal_vs_corner,49,G6wyC3XE,1,IM_5,GOAL,GOAL,True,GOAL,CORNER/THROW-IN,goal,corner,0.3806801438331604,-1.6668483018875122
goal_vs_corner,50,Q3ZH0ngC,2,IM_6,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,1.1709272861480713,-2.2206757068634033
goal_vs_corner,51,E5X6KOII,2,IM_4,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,0.22824494540691376,-2.466489553451538
goal_vs_corner,52,ULTDmEW6,2,IM_6,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,-0.9490790963172913,-0.5974984765052795
goal_vs_corner,53,G6wyC3XE,2,IM_1,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,-1.3017425537109375,0.4868292212486267
goal_vs_corner,54,bks0kqIh,2,IM_1,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,-2.4768011569976807,-0.7871936559677124
goal_vs_corner,55,tE2Jn2J8,2,IM_1,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,0.5757486820220947,-3.6074416637420654
goal_vs_corner,56,UcZVYDFH,1,IM_9,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,-3.6219968795776367,-5.853759765625
goal_vs_corner,57,6LXKpLWN,2,IM_1,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,-0.59698486328125,-1.5863362550735474
goal_vs_corner,58,8rg3jFcJ,2,IM_3,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,-1.7185388803482056,-3.6004490852355957
goal_vs_corner,59,IF9NUtVr,1,IM_4,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,0.8127349019050598,-2.997854709625244
goal_vs_corner,60,l0uNkr78,2,IM_10,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,-1.491638422012329,-3.324270009994507
goal_vs_corner,61,0rkvoaKm,2,IM_16,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,-3.194657325744629,-4.456000328063965
goal_vs_corner,62,06FNvY2s,2,IM_6,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,-0.9973737597465515,-0.34732481837272644
goal_vs_corner,63,xpER1kZQ,1,IM_5,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,-2.992201089859009,-2.0082337856292725
goal_vs_corner,64,6w99xiq5,2,IM_3,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,2.640456438064575,-2.0370426177978516
goal_vs_corner,65,6w99xiq5,1,IM_2,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,-1.898910641670227,-4.813058376312256
goal_vs_corner,66,nsbnKlSp,2,IM_3,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,4.225158214569092,0.5958074331283569
goal_vs_corner,67,p2XBlEqT,2,IM_9,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,-3.60697340965271,-5.689810752868652
goal_vs_corner,68,Q3ZH0ngC,2,IM_7,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,0.30363738536834717,-1.6027225255966187
goal_vs_corner,69,4rxwHJn7,1,IM_4,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,-0.8145330548286438,-2.984609603881836
goal_vs_corner,70,pOf6Wnwt,2,IM_10,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,-0.6557596325874329,2.533628225326538
goal_vs_corner,71,vXz1jGnl,2,IM_3,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,0.7733328342437744,-3.945650100708008
goal_vs_corner,72,xlO2e2Ra,2,IM_6,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,1.2989156246185303,-1.2595233917236328
goal_vs_corner,73,06FNvY2s,2,IM_1,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,-3.6709370613098145,-0.5368510484695435
goal_vs_corner,74,r9gYBR53,2,IM_4,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,-3.9581215381622314,-2.500546455383301
goal_vs_corner,103,G6wyC3XE,2,NIM_2,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,3.0441298484802246,0.8406596183776855
goal_vs_corner,104,0jJj5Mme,2,NIM_9,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,1.030161738395691,-2.331545829772949
goal_vs_corner,105,W0KvTtjG,1,NIM_7,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,1.092385172843933,0.37728413939476013
goal_vs_corner,106,xpER1kZQ,2,NIM_10,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,-2.0651557445526123,-1.2637132406234741
goal_vs_corner,107,EPk1kLq4,2,NIM_1,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,0.19892749190330505,2.525822639465332
goal_vs_corner,108,rs1thcel,2,NIM_4,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,1.0041847229003906,-1.8839924335479736
goal_vs_corner,109,vVcWSKae,2,NIM_4,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,0.02671567164361477,-0.35720106959342957
goal_vs_corner,110,KMdvNjmo,1,NIM_5,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,0.13201996684074402,-0.4272402226924896
goal_vs_corner,111,OtQpc975,1,NIM_7,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,1.9997742176055908,-1.873039960861206
goal_vs_corner,112,KMdvNjmo,1,NIM_6,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,1.2414964437484741,-4.013453960418701
goal_vs_corner,113,6uUbMpl6,2,NIM_2,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,4.454565048217773,1.484429955482483
goal_vs_corner,114,OtQpc975,1,NIM_6,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,1.090156078338623,-1.236472249031067
goal_vs_corner,115,tE2Jn2J8,2,NIM_14,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,1.6914511919021606,-1.8603368997573853
goal_vs_corner,116,ULTDmEW6,2,NIM_1,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,-0.06504976004362106,-0.4194638133049011
goal_vs_corner,117,pOf6Wnwt,2,NIM_13,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,-1.2736799716949463,-3.144298791885376
goal_vs_corner,118,Yo4Xirtq,2,NIM_9,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,-1.2945805788040161,-0.061284054070711136
goal_vs_corner,119,06FNvY2s,2,NIM_8,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,0.06365630775690079,-3.9555366039276123
goal_vs_corner,120,pU7DyBbB,2,NIM_9,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,0.6914887428283691,0.28542131185531616
goal_vs_corner,121,bBW7eQ6s,2,NIM_2,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,0.6702893376350403,-1.1621012687683105
goal_vs_corner,122,W0KvTtjG,1,NIM_6,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,-4.96419095993042,-2.951228618621826
goal_vs_corner,123,OtQpc975,2,NIM_1,CORNER/THROW-IN,GOAL,False,GOAL,CORNER/THROW-IN,goal,corner,2.116297960281372,-3.5612881183624268
goal_vs_corner,124,r9gYBR53,2,NIM_9,CORNER/THROW-IN,CORNER/THROW-IN,True,GOAL,CORNER/THROW-IN,goal,corner,-1.2963857650756836,-0.17355982959270477
goal_vs_shot,0,0jJj5Mme,1,IM_15,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,0.038080647587776184,-1.0337718725204468
goal_vs_shot,1,nsbnKlSp,2,IM_7,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,0.7394479513168335,-2.936516046524048
goal_vs_shot,2,AmNbkU2m,2,IM_4,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,0.6254995465278625,-1.687504768371582
goal_vs_shot,3,reYzH7wg,1,IM_7,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,0.2706121504306793,-0.04517805576324463
goal_vs_shot,4,OziK3ff0,1,IM_10,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,1.7633607387542725,1.4494867324829102
goal_vs_shot,5,xx6GTsEM,2,IM_1,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,4.31416130065918,2.543118715286255
goal_vs_shot,6,xx6GTsEM,2,IM_9,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,1.3125264644622803,0.5149284601211548
goal_vs_shot,7,UBdITpNb,1,IM_7,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,-4.735378742218018,-1.6393123865127563
goal_vs_shot,8,bZhxz4I5,2,IM_3,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,0.5734639763832092,2.6024129390716553
goal_vs_shot,9,bBW7eQ6s,1,IM_2,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,0.4184945523738861,1.308264970779419
goal_vs_shot,10,bevos1dM,2,IM_8,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,0.6786705851554871,0.15472015738487244
goal_vs_shot,11,hK46TwNp,1,IM_12,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,-1.096589207649231,-4.991106033325195
goal_vs_shot,12,ABcIbvu8,1,IM_4,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,0.7301081418991089,-1.4296897649765015
goal_vs_shot,13,63fde7Re,1,IM_2,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,-1.8288562297821045,1.002590537071228
goal_vs_shot,14,G6wyC3XE,1,IM_7,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,-0.17677193880081177,-1.544498085975647
goal_vs_shot,15,GEF9XGeE,1,IM_4,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,-1.6690235137939453,-0.0866427943110466
goal_vs_shot,16,fN94DUin,2,IM_11,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,-4.466825008392334,-7.77381706237793
goal_vs_shot,17,63fde7Re,1,IM_6,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,-4.214689254760742,-3.043898820877075
goal_vs_shot,18,4rxwHJn7,2,IM_14,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,-4.401284694671631,-0.7552719712257385
goal_vs_shot,19,Yo4Xirtq,1,IM_6,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,-3.7452332973480225,-0.2747175097465515
goal_vs_shot,20,reYzH7wg,1,IM_10,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,-1.0606660842895508,2.271493673324585
goal_vs_shot,21,0jJj5Mme,2,IM_16,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,1.8184516429901123,-0.5021764636039734
goal_vs_shot,22,l0uNkr78,2,IM_4,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,-1.9420708417892456,1.8377212285995483
goal_vs_shot,23,ChTFpiaS,1,IM_1,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,-2.8220930099487305,-4.316722393035889
goal_vs_shot,24,0jJj5Mme,1,IM_10,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,4.37130880355835,-2.5132832527160645
goal_vs_shot,25,UcZVYDFH,2,IM_5,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,0.6347658038139343,-0.9352039694786072
goal_vs_shot,26,Yo4Xirtq,2,IM_5,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,-0.2800446152687073,-0.39569658041000366
goal_vs_shot,27,6ZIJp6HI,2,IM_2,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,-1.4678714275360107,-3.082646608352661
goal_vs_shot,28,OziK3ff0,1,IM_1,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,-2.3408403396606445,-1.3343000411987305
goal_vs_shot,29,pU7DyBbB,1,IM_3,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,0.3104870021343231,-2.8087024688720703
goal_vs_shot,30,xx6GTsEM,2,IM_13,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,-2.90028977394104,-3.8079607486724854
goal_vs_shot,31,nsbnKlSp,1,IM_2,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,2.6439878940582275,-1.7897297143936157
goal_vs_shot,32,ChTFpiaS,2,IM_11,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,-0.025087416172027588,0.02982853725552559
goal_vs_shot,33,bBW7eQ6s,1,IM_4,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,1.820550799369812,-1.4327064752578735
goal_vs_shot,34,r9gYBR53,1,IM_2,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,-2.0210752487182617,-0.477211594581604
goal_vs_shot,35,ABcIbvu8,1,IM_1,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,-1.154136061668396,0.21290116012096405
goal_vs_shot,36,IwW928Oa,2,IM_15,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,-0.588127851486206,-1.1552362442016602
goal_vs_shot,37,Ov5idmCk,1,IM_5,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,0.2685821056365967,-1.6590993404388428
goal_vs_shot,38,KIMzryr9,2,IM_8,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,-1.3996347188949585,0.6818296909332275
goal_vs_shot,39,4rxwHJn7,2,IM_9,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,1.1119641065597534,-3.2486038208007812
goal_vs_shot,40,ABcIbvu8,2,IM_9,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,-0.5144872665405273,0.5461907386779785
goal_vs_shot,41,0jJj5Mme,1,IM_9,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,-0.5957967042922974,-0.8192968368530273
goal_vs_shot,42,ABcIbvu8,2,IM_7,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,1.0981251001358032,0.8206271529197693
goal_vs_shot,43,xx6GTsEM,1,IM_6,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,-0.024951141327619553,-0.2811773121356964
goal_vs_shot,44,r9gYBR53,1,IM_10,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,-0.252984881401062,-3.370779275894165
goal_vs_shot,45,lCaoR3AE,2,IM_13,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,-0.4200441837310791,-2.8703837394714355
goal_vs_shot,46,86u5kz2f,2,IM_11,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,-1.2967325448989868,0.3373555541038513
goal_vs_shot,47,xx6GTsEM,1,IM_2,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,2.3303062915802,-3.908576250076294
goal_vs_shot,48,0jJj5Mme,1,IM_1,GOAL,SHOT-ON-TARGET,False,GOAL,SHOT-ON-TARGET,goal,shot,-4.339576244354248,-3.6419079303741455
goal_vs_shot,49,G6wyC3XE,1,IM_5,GOAL,GOAL,True,GOAL,SHOT-ON-TARGET,goal,shot,0.37016618251800537,-0.23241622745990753
goal_vs_shot,75,xx6GTsEM,1,IM_1,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,-0.2897625267505646,-3.3613438606262207
goal_vs_shot,76,pl6mcTdq,1,IM_2,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,0.23361945152282715,2.532149314880371
goal_vs_shot,77,OtQpc975,1,IM_3,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,0.8100312352180481,-2.6593754291534424
goal_vs_shot,78,ChTFpiaS,2,IM_7,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,-2.1249871253967285,-1.8653864860534668
goal_vs_shot,79,x2i73QnS,2,IM_5,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,-1.88890540599823,1.1910779476165771
goal_vs_shot,80,UcZVYDFH,1,IM_15,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,-0.13625621795654297,-1.6904836893081665
goal_vs_shot,81,UBdITpNb,2,IM_6,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,0.6452380418777466,-1.053226113319397
goal_vs_shot,82,G6wyC3XE,2,IM_4,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,1.2843284606933594,1.032301902770996
goal_vs_shot,83,ABcIbvu8,2,IM_1,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,-0.05065614730119705,-2.817023515701294
goal_vs_shot,84,x2i73QnS,2,IM_4,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,1.1757830381393433,0.05429219454526901
goal_vs_shot,85,vXz1jGnl,2,IM_2,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,-1.0914124250411987,0.10588027536869049
goal_vs_shot,86,OtQpc975,2,IM_9,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,1.1676912307739258,1.7446180582046509
goal_vs_shot,87,OtQpc975,1,IM_6,SHOT-ON-TARGET,GOAL,False,GOAL,SHOT-ON-TARGET,goal,shot,-1.1849064826965332,-6.240658283233643
goal_vs_shot,88,8S0QVm38,1,IM_2,SHOT-ON-TARGET,SHOT-ON-TARGET,True,GOAL,SHOT-ON-TARGET,goal,shot,-0.11779056489467621,1.57265305519104
